Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
32,137.0,1690,0.30824350000330014,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 1, 2, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
64,139.0,3324,0.5339670999965165,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
128,139.0,6588,0.9780144000033033,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
256,139.0,13116,1.8110528999968665,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
512,139.0,26172,3.4512898000029963,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
1024,139.0,27702,3.650893400001223,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
2048,139.0,27702,3.650893400001223,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
4096,139.0,27702,3.650893400001223,"[2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 1, 0, 2, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",50,0.1,4096
0,110.0,50,0.003391799997189082,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",50,0.2,4096
1,118.0,102,0.027058400002715643,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.2,4096
2,118.0,153,0.05225369999971008,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.2,4096
4,118.0,255,0.08724619999702554,"[2, 1, 1, 2, 0, 2, 0, 1, 1, 2, 0, 2, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 0, 2, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,0.2,4096
8,122.0,460,0.12820790000114357,"[2, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 2, 2, 2, 0, 2, 1, 2, 1, 2, 2, 2, 2, 0, 1, 0, 2, 2, 0, 2, 0, 0, 1, 2, 2, 1, 0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 2, 1]",50,0.2,4096
16,126.0,869,0.2111330999978236,"[2, 0, 1, 2, 1, 1, 0, 0, 1, 2, 2, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 1, 0, 2, 1]",50,0.2,4096
32,138.0,1690,0.3416706999996677,"[2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
64,140.0,3323,0.5535183000029065,"[2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 1, 0, 2, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
128,141.0,6588,0.9901105999961146,"[2, 0, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 1, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
256,144.0,13119,1.876942599999893,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
512,144.0,26175,3.577969400001166,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
1024,144.0,33927,4.579861099999107,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
2048,144.0,33927,4.579861099999107,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
4096,144.0,33927,4.579861099999107,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 0, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 2, 1]",50,0.2,4096
