Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,99.0,1798,0.5245811999993748,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",5,4096,5
1,99.0,1799,0.5282646999985445,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",5,4096,5
2,99.0,1800,0.5318152000036207,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",5,4096,5
4,102.0,1803,0.5361219000042183,"[1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",5,4096,5
8,106.0,1809,0.5414397999993525,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 1, 1, 2, 0, 1, 1, 2, 0, 1, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 1, 1, 0, 2, 1, 0, 0]",5,4096,5
16,114.0,1820,0.5495821000004071,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",5,4096,5
32,114.0,1836,0.5657742000039434,"[1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",5,4096,5
64,117.0,1871,0.5826597000050242,"[1, 1, 0, 2, 2, 0, 2, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 2, 0, 1, 2, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0]",5,4096,5
128,121.0,1939,0.6136934000023757,"[1, 1, 0, 2, 2, 0, 2, 0, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 2, 2, 2, 0, 2, 1, 0, 1, 1, 0, 0]",5,4096,5
256,127.0,2072,0.679537200005143,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",5,4096,5
512,127.0,2096,0.6939427000033902,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",5,4096,5
1024,127.0,2096,0.6939427000033902,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",5,4096,5
2048,127.0,2096,0.6939427000033902,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",5,4096,5
4096,127.0,2096,0.6939427000033902,"[1, 1, 0, 2, 2, 0, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1, 1, 0, 0]",5,4096,5
0,110.0,0,0.00017240000306628644,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",10,4096,0
1,110.0,1,0.0031865999990259297,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",10,4096,0
2,110.0,2,0.006425600004149601,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2]",10,4096,0
4,113.0,6,0.01053669999964768,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",10,4096,0
8,113.0,10,0.014727500005392358,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 0, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",10,4096,0
16,115.0,19,0.01910360000329092,"[0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 1, 2, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",10,4096,0
32,120.0,39,0.024485900001309346,"[0, 2, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 1, 1, 2]",10,4096,0
64,127.0,76,0.030973100001574494,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 2, 0, 2, 1, 2, 2, 0, 2, 2, 2, 1, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 1, 2]",10,4096,0
128,131.0,143,0.04148610000265762,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
256,131.0,201,0.05228210000495892,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
512,131.0,201,0.05228210000495892,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
1024,131.0,201,0.05228210000495892,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
2048,131.0,201,0.05228210000495892,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
4096,131.0,201,0.05228210000495892,"[2, 2, 1, 0, 1, 2, 1, 1, 2, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 2, 2, 2]",10,4096,0
0,94.0,201,0.056242200000269804,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
1,94.0,202,0.060021299999789335,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
2,94.0,203,0.06350670000392711,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
4,94.0,205,0.0670310999994399,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
8,98.0,211,0.07082330000412185,"[1, 1, 2, 2, 0, 2, 2, 2, 2, 0, 1, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
16,104.0,222,0.07564260000071954,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 1, 2, 2, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 2, 1, 0, 2, 1, 1, 0, 2]",10,4096,1
32,117.0,243,0.08160340000176802,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 2, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 1]",10,4096,1
64,123.0,279,0.08971010000095703,"[1, 2, 2, 2, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
128,131.0,349,0.1025657999998657,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
256,132.0,478,0.12552729999879375,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
512,132.0,485,0.13123610000184271,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
1024,132.0,485,0.13123610000184271,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
2048,132.0,485,0.13123610000184271,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
4096,132.0,485,0.13123610000184271,"[1, 2, 0, 2, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 1]",10,4096,1
0,96.0,485,0.13503440000204137,"[0, 0, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
1,98.0,487,0.13890340000216383,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
2,98.0,488,0.14359060000424506,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
4,99.0,491,0.1480546000020695,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
8,99.0,495,0.15240230000199517,"[0, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
16,101.0,505,0.15763430000515655,"[1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0, 2, 1, 1]",10,4096,2
32,109.0,526,0.16503660000307718,"[1, 1, 2, 2, 0, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 2, 1, 0, 0, 2, 1, 1]",10,4096,2
64,121.0,564,0.17601840000133961,"[0, 1, 2, 2, 1, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 2, 0, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 1, 0, 0, 2, 1, 1]",10,4096,2
128,130.0,633,0.19233320000057574,"[0, 0, 2, 2, 1, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 1, 0, 0, 2, 1, 1]",10,4096,2
256,135.0,766,0.2217854000045918,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",10,4096,2
512,136.0,946,0.2673586000018986,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",10,4096,2
1024,136.0,946,0.2673586000018986,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",10,4096,2
2048,136.0,946,0.2673586000018986,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",10,4096,2
4096,136.0,946,0.2673586000018986,"[0, 0, 2, 2, 1, 2, 2, 2, 1, 0, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1]",10,4096,2
0,100.0,946,0.2725042000020039,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 0, 2, 1]",10,4096,3
1,102.0,948,0.2776207999995677,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",10,4096,3
2,104.0,950,0.2825802000006661,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",10,4096,3
4,104.0,952,0.28759120000177063,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 2, 1]",10,4096,3
8,108.0,959,0.29350800000247546,"[2, 0, 1, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 0, 2, 1, 0, 1, 2, 1]",10,4096,3
16,114.0,971,0.30092750000039814,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 1, 0, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",10,4096,3
32,121.0,991,0.3102412000007462,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 2, 2, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",10,4096,3
64,125.0,1027,0.32446120000531664,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 2, 1, 2, 1, 0, 1, 1, 0, 1, 2, 1]",10,4096,3
128,131.0,1095,0.3481249000033131,"[2, 2, 0, 0, 1, 1, 0, 2, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 1, 2, 0, 2, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
256,138.0,1229,0.3919930999982171,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
512,138.0,1287,0.42240529999980936,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
1024,138.0,1287,0.42240529999980936,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
2048,138.0,1287,0.42240529999980936,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
4096,138.0,1287,0.42240529999980936,"[2, 2, 0, 0, 1, 1, 0, 1, 2, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 1, 2, 2, 2, 0, 0, 1, 2, 1, 0, 2, 0, 1, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1]",10,4096,3
0,102.0,1287,0.42767409999942174,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",10,4096,4
1,104.0,1289,0.43357790000300156,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",10,4096,4
2,104.0,1290,0.4386697000009008,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",10,4096,4
4,104.0,1292,0.44451040000421926,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 1, 1, 1, 1, 2, 0, 2]",10,4096,4
8,107.0,1297,0.45007040000200504,"[0, 0, 0, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 2, 2, 1, 1, 1, 2, 0, 2]",10,4096,4
16,113.0,1308,0.45741419999831123,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 1, 2, 0, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 2, 0, 2]",10,4096,4
32,120.0,1327,0.4668050000036601,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 0, 2, 1, 0, 0, 1, 1, 1, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 0, 2]",10,4096,4
64,126.0,1363,0.4820553000026848,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0, 2, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 1, 2]",10,4096,4
128,127.0,1428,0.5060530000046128,"[0, 2, 0, 1, 1, 2, 2, 1, 1, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 1, 0, 2, 2, 0, 2, 0, 2, 1, 1, 0, 2, 1, 2]",10,4096,4
