Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
4096,131.0,5930,6.166309400003229,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 2, 2, 2, 2, 1, 0, 1, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 2, 2, 0, 2, 0, 1]",50,4096,16
0,108.0,5930,6.184710900000937,"[2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2]",50,4096,17
1,108.0,5931,6.203159299999243,"[2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2]",50,4096,17
2,109.0,5933,6.2217740999985836,"[2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2]",50,4096,17
4,110.0,5936,6.241177900003095,"[2, 0, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2]",50,4096,17
8,110.0,5940,6.2623217000000295,"[2, 0, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 2, 2, 2, 0, 1, 1, 1, 2, 2, 0, 2, 1, 2]",50,4096,17
16,118.0,5951,6.289182799999253,"[2, 0, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
32,118.0,5967,6.3256557999993674,"[2, 0, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
64,126.0,6004,6.392945899999177,"[2, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
128,129.0,6071,6.50635450000118,"[2, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
256,137.0,6205,6.691170500002045,"[1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
512,137.0,6249,6.785742899999605,"[1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
1024,137.0,6249,6.785742899999605,"[1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
2048,137.0,6249,6.785742899999605,"[1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
4096,137.0,6249,6.785742899999605,"[1, 1, 0, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 0, 2, 2, 2, 1, 2, 0, 2, 0, 1, 0, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 0, 1, 0, 1, 2, 2, 1, 2, 1, 2]",50,4096,17
0,105.0,6249,6.803741499999887,"[2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 2, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
1,105.0,6250,6.823939900001278,"[2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 2, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
2,106.0,6252,6.843366399996739,"[2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
4,106.0,6254,6.86399689999962,"[2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
8,110.0,6260,6.888495500003046,"[2, 0, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 1, 2, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
16,116.0,6272,6.915709799999604,"[2, 0, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 2, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 2, 2, 1, 1, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
32,118.0,6289,6.952239699996426,"[2, 0, 2, 1, 2, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 2, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 2, 2, 2, 1, 0, 1, 1, 2, 1, 2, 1]",50,4096,18
64,125.0,6325,7.0083296000011615,"[2, 0, 2, 1, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 2, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1]",50,4096,18
128,130.0,6392,7.101858599999105,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 1, 2, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
256,138.0,6525,7.281328600001871,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
512,138.0,6566,7.366772399996989,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
1024,138.0,6566,7.366772399996989,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
2048,138.0,6566,7.366772399996989,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
4096,138.0,6566,7.366772399996989,"[2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 2, 2, 0, 1, 2, 1, 2, 2, 2, 2, 2]",50,4096,18
0,95.0,6566,7.38436720000027,"[2, 1, 1, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
1,96.0,6568,7.404598100001749,"[2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
2,96.0,6569,7.4246137000009185,"[2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
4,96.0,6571,7.44483290000062,"[2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
8,96.0,6575,7.469194299999799,"[2, 1, 0, 1, 0, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
16,102.0,6587,7.496930799999973,"[2, 1, 0, 1, 0, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 0, 2, 0, 0, 2, 2, 1, 0, 2, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 2, 2, 0, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
32,112.0,6609,7.535396799998125,"[2, 1, 2, 1, 0, 2, 1, 1, 2, 2, 1, 1, 2, 0, 0, 2, 0, 2, 0, 1, 2, 2, 1, 0, 2, 0, 0, 0, 1, 2, 1, 2, 0, 1, 0, 1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1]",50,4096,19
64,119.0,6647,7.596411400001671,"[2, 1, 2, 1, 0, 2, 0, 2, 2, 2, 1, 1, 1, 0, 0, 2, 0, 2, 0, 1, 2, 2, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,4096,19
128,130.0,6719,7.698284400001285,"[2, 1, 2, 1, 0, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1]",50,4096,19
256,134.0,6850,7.906740500002343,"[2, 1, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2]",50,4096,19
512,134.0,6892,7.982158400001936,"[2, 1, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2]",50,4096,19
1024,134.0,6892,7.982158400001936,"[2, 1, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2]",50,4096,19
2048,134.0,6892,7.982158400001936,"[2, 1, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2]",50,4096,19
4096,134.0,6892,7.982158400001936,"[2, 1, 2, 1, 2, 2, 0, 2, 2, 1, 1, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2]",50,4096,19
0,96.0,6892,7.999282500000845,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
1,97.0,6894,8.019015600002604,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
2,97.0,6895,8.03844399999798,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
4,99.0,6898,8.059315500002413,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
8,103.0,6903,8.083648300002096,"[0, 1, 0, 1, 1, 1, 1, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
16,106.0,6914,8.1162175999998,"[0, 1, 0, 1, 0, 1, 1, 2, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
32,111.0,6933,8.156314899999416,"[0, 1, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 2, 2, 0, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 0, 1, 0, 1, 1, 2, 0, 2]",50,4096,20
64,117.0,6970,8.219995699997526,"[0, 1, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 2, 1, 1, 2, 2, 2, 0, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 1]",50,4096,20
128,127.0,7041,8.326920899999095,"[0, 1, 2, 1, 0, 1, 2, 2, 2, 1, 0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 2, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
256,134.0,7173,8.533510900000692,"[0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 1, 2, 2, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
512,135.0,7298,8.743051400000695,"[0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
1024,135.0,7298,8.743051400000695,"[0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
2048,135.0,7298,8.743051400000695,"[0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
4096,135.0,7298,8.743051400000695,"[0, 1, 2, 1, 0, 1, 2, 2, 1, 1, 0, 2, 2, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 2, 2, 1, 1, 2, 2, 2, 1, 1, 0, 2, 0, 0, 2, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0]",50,4096,20
0,107.0,7298,8.760213200002909,"[0, 2, 2, 2, 0, 1, 0, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 1, 2]",50,4096,21
1,109.0,7300,8.778790099997423,"[0, 2, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 1, 2]",50,4096,21
2,109.0,7301,8.797097800001211,"[0, 2, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 1, 2]",50,4096,21
4,109.0,7303,8.81818740000017,"[0, 2, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 1, 2]",50,4096,21
8,110.0,7308,8.84248800000205,"[0, 1, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 2, 1, 2]",50,4096,21
16,113.0,7319,8.87161229999765,"[0, 1, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 2, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 2, 0, 0, 2, 1, 2]",50,4096,21
32,119.0,7337,8.912806499996805,"[1, 1, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 0, 1, 2, 1, 2, 0, 0, 2, 1, 2]",50,4096,21
64,125.0,7372,8.976126299996395,"[1, 0, 2, 2, 0, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 2, 1, 2, 0, 0, 2, 1, 2]",50,4096,21
128,131.0,7441,9.126978200001759,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
256,134.0,7543,9.332721400001901,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
512,134.0,7543,9.332721400001901,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
1024,134.0,7543,9.332721400001901,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
2048,134.0,7543,9.332721400001901,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
4096,134.0,7543,9.332721400001901,"[1, 0, 2, 2, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 1, 0, 0, 1, 2]",50,4096,21
0,113.0,7543,9.351685000001453,"[0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 0, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]",50,4096,22
1,116.0,7545,9.37243429999944,"[0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]",50,4096,22
2,116.0,7546,9.39325590000226,"[0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]",50,4096,22
4,116.0,7548,9.416407299999264,"[0, 2, 0, 0, 1, 0, 2, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]",50,4096,22
8,119.0,7553,9.442978400002175,"[0, 2, 0, 0, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2]",50,4096,22
16,121.0,7562,9.479353800001263,"[0, 2, 0, 0, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2]",50,4096,22
32,127.0,7583,9.523821299997508,"[0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 2]",50,4096,22
64,128.0,7616,9.611717499996303,"[0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 0, 2, 0, 1, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 2, 1, 2]",50,4096,22
